Record Length,Analog:2000
Sample Interval,1.000000E-09
Vertical Units,V,
Vertical Scale,+5.000000E-01
Vertical Offset,-1.575000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E-07
Model,SDS1204X HD
Serial Number,SDSEV82X900772
Software Version,6.9.13.1.1.6.7
Source,CH4
Second,Value
-8.0100000000E-07,+6.687499E-01
-8.0000000000E-07,+6.479167E-01
-7.9900000000E-07,+6.395833E-01
-7.9800000000E-07,+6.406250E-01
-7.9700000000E-07,+6.291667E-01
-7.9600000000E-07,+6.093750E-01
-7.9500000000E-07,+6.093750E-01
-7.9400000000E-07,+6.072916E-01
-7.9300000000E-07,+5.968750E-01
-7.9200000000E-07,+5.906249E-01
-7.9100000000E-07,+5.937499E-01
-7.9000000000E-07,+5.906249E-01
-7.8900000000E-07,+5.822916E-01
-7.8800000000E-07,+5.770833E-01
-7.8700000000E-07,+5.781250E-01
-7.8600000000E-07,+5.729166E-01
-7.8500000000E-07,+5.697917E-01
-7.8400000000E-07,+5.718750E-01
-7.8300000000E-07,+5.708333E-01
-7.8200000000E-07,+5.677083E-01
-7.8100000000E-07,+5.687500E-01
-7.8000000000E-07,+5.718750E-01
-7.7900000000E-07,+5.729166E-01
-7.7800000000E-07,+5.656250E-01
-7.7700000000E-07,+5.708333E-01
-7.7600000000E-07,+5.812500E-01
-7.7500000000E-07,+5.812500E-01
-7.7400000000E-07,+5.833333E-01
-7.7300000000E-07,+5.875000E-01
-7.7200000000E-07,+5.968750E-01
-7.7100000000E-07,+5.958333E-01
-7.7000000000E-07,+5.989583E-01
-7.6900000000E-07,+6.072916E-01
-7.6800000000E-07,+6.125000E-01
-7.6700000000E-07,+6.197916E-01
-7.6600000000E-07,+6.302083E-01
-7.6500000000E-07,+6.322917E-01
-7.6400000000E-07,+6.385416E-01
-7.6300000000E-07,+6.427083E-01
-7.6200000000E-07,+6.531250E-01
-7.6100000000E-07,+6.614583E-01
-7.6000000000E-07,+6.729167E-01
-7.5900000000E-07,+6.802083E-01
-7.5800000000E-07,+6.895833E-01
-7.5700000000E-07,+6.989583E-01
-7.5600000000E-07,+7.093750E-01
-7.5500000000E-07,+7.166666E-01
-7.5400000000E-07,+7.250000E-01
-7.5300000000E-07,+7.343750E-01
-7.5200000000E-07,+7.489583E-01
-7.5100000000E-07,+7.614583E-01
-7.5000000000E-07,+7.687500E-01
-7.4900000000E-07,+7.833333E-01
-7.4800000000E-07,+7.906250E-01
-7.4700000000E-07,+8.010417E-01
-7.4600000000E-07,+8.104166E-01
-7.4500000000E-07,+8.281249E-01
-7.4400000000E-07,+8.385416E-01
-7.4300000000E-07,+8.499999E-01
-7.4200000000E-07,+8.677083E-01
-7.4100000000E-07,+8.760417E-01
-7.4000000000E-07,+8.854166E-01
-7.3900000000E-07,+9.020833E-01
-7.3800000000E-07,+9.156250E-01
-7.3700000000E-07,+9.270833E-01
-7.3600000000E-07,+9.375000E-01
-7.3500000000E-07,+9.541667E-01
-7.3400000000E-07,+9.666666E-01
-7.3300000000E-07,+9.864583E-01
-7.3200000000E-07,+9.968749E-01
-7.3100000000E-07,+1.011458E+00
-7.3000000000E-07,+1.023958E+00
-7.2900000000E-07,+1.039583E+00
-7.2800000000E-07,+1.053125E+00
-7.2700000000E-07,+1.072917E+00
-7.2600000000E-07,+1.084375E+00
-7.2500000000E-07,+1.091667E+00
-7.2400000000E-07,+1.117708E+00
-7.2300000000E-07,+1.138542E+00
-7.2200000000E-07,+1.142708E+00
-7.2100000000E-07,+1.155208E+00
-7.2000000000E-07,+1.184375E+00
-7.1900000000E-07,+1.195833E+00
-7.1800000000E-07,+1.204167E+00
-7.1700000000E-07,+1.223958E+00
-7.1600000000E-07,+1.264583E+00
-7.1500000000E-07,+1.328125E+00
-7.1400000000E-07,+1.334375E+00
-7.1300000000E-07,+1.263542E+00
-7.1200000000E-07,+1.315625E+00
-7.1100000000E-07,+1.312500E+00
-7.1000000000E-07,+1.327083E+00
-7.0900000000E-07,+1.414583E+00
-7.0800000000E-07,+1.416667E+00
-7.0700000000E-07,+1.387500E+00
-7.0600000000E-07,+1.447917E+00
-7.0500000000E-07,+1.451042E+00
-7.0400000000E-07,+1.477083E+00
-7.0300000000E-07,+1.486458E+00
-7.0200000000E-07,+1.496875E+00
-7.0100000000E-07,+1.544792E+00
-7.0000000000E-07,+1.546875E+00
-6.9900000000E-07,+1.570833E+00
-6.9800000000E-07,+1.581250E+00
-6.9700000000E-07,+1.585417E+00
-6.9600000000E-07,+1.628125E+00
-6.9500000000E-07,+1.644792E+00
-6.9400000000E-07,+1.662500E+00
-6.9300000000E-07,+1.672917E+00
-6.9200000000E-07,+1.688542E+00
-6.9100000000E-07,+1.712500E+00
-6.9000000000E-07,+1.728125E+00
-6.8900000000E-07,+1.744792E+00
-6.8800000000E-07,+1.766667E+00
-6.8700000000E-07,+1.787500E+00
-6.8600000000E-07,+1.804167E+00
-6.8500000000E-07,+1.818750E+00
-6.8400000000E-07,+1.840625E+00
-6.8300000000E-07,+1.864583E+00
-6.8200000000E-07,+1.881250E+00
-6.8100000000E-07,+1.898958E+00
-6.8000000000E-07,+1.915625E+00
-6.7900000000E-07,+1.931250E+00
-6.7800000000E-07,+1.948958E+00
-6.7700000000E-07,+1.972917E+00
-6.7600000000E-07,+1.987500E+00
-6.7500000000E-07,+2.002083E+00
-6.7400000000E-07,+2.015625E+00
-6.7300000000E-07,+2.041667E+00
-6.7200000000E-07,+2.060417E+00
-6.7100000000E-07,+2.076042E+00
-6.7000000000E-07,+2.095833E+00
-6.6900000000E-07,+2.117708E+00
-6.6800000000E-07,+2.129167E+00
-6.6700000000E-07,+2.148958E+00
-6.6600000000E-07,+2.166667E+00
-6.6500000000E-07,+2.185417E+00
-6.6400000000E-07,+2.200000E+00
-6.6300000000E-07,+2.216667E+00
-6.6200000000E-07,+2.236458E+00
-6.6100000000E-07,+2.253125E+00
-6.6000000000E-07,+2.272917E+00
-6.5900000000E-07,+2.287500E+00
-6.5800000000E-07,+2.303125E+00
-6.5700000000E-07,+2.318750E+00
-6.5600000000E-07,+2.335417E+00
-6.5500000000E-07,+2.348958E+00
-6.5400000000E-07,+2.372917E+00
-6.5300000000E-07,+2.388542E+00
-6.5200000000E-07,+2.407292E+00
-6.5100000000E-07,+2.418750E+00
-6.5000000000E-07,+2.440625E+00
-6.4900000000E-07,+2.454167E+00
-6.4800000000E-07,+2.471875E+00
-6.4700000000E-07,+2.485417E+00
-6.4600000000E-07,+2.504167E+00
-6.4500000000E-07,+2.516667E+00
-6.4400000000E-07,+2.533333E+00
-6.4300000000E-07,+2.545833E+00
-6.4200000000E-07,+2.565625E+00
-6.4100000000E-07,+2.577083E+00
-6.4000000000E-07,+2.595833E+00
-6.3900000000E-07,+2.605208E+00
-6.3800000000E-07,+2.621875E+00
-6.3700000000E-07,+2.631250E+00
-6.3600000000E-07,+2.648958E+00
-6.3500000000E-07,+2.658334E+00
-6.3400000000E-07,+2.672917E+00
-6.3300000000E-07,+2.682292E+00
-6.3200000000E-07,+2.704167E+00
-6.3100000000E-07,+2.710417E+00
-6.3000000000E-07,+2.722917E+00
-6.2900000000E-07,+2.730208E+00
-6.2800000000E-07,+2.746875E+00
-6.2700000000E-07,+2.757292E+00
-6.2600000000E-07,+2.770833E+00
-6.2500000000E-07,+2.779167E+00
-6.2400000000E-07,+2.790625E+00
-6.2300000000E-07,+2.800000E+00
-6.2200000000E-07,+2.809375E+00
-6.2100000000E-07,+2.816667E+00
-6.2000000000E-07,+2.826042E+00
-6.1900000000E-07,+2.833333E+00
-6.1800000000E-07,+2.842708E+00
-6.1700000000E-07,+2.851042E+00
-6.1600000000E-07,+2.857292E+00
-6.1500000000E-07,+2.868750E+00
-6.1400000000E-07,+2.875000E+00
-6.1300000000E-07,+2.881250E+00
-6.1200000000E-07,+2.883333E+00
-6.1100000000E-07,+2.887500E+00
-6.1000000000E-07,+2.892709E+00
-6.0900000000E-07,+2.892709E+00
-6.0800000000E-07,+2.896875E+00
-6.0700000000E-07,+2.898958E+00
-6.0600000000E-07,+2.901042E+00
-6.0500000000E-07,+2.897917E+00
-6.0400000000E-07,+2.896875E+00
-6.0300000000E-07,+2.896875E+00
-6.0200000000E-07,+2.898958E+00
-6.0100000000E-07,+2.891667E+00
-6.0000000000E-07,+2.891667E+00
-5.9900000000E-07,+2.891667E+00
-5.9800000000E-07,+2.887500E+00
-5.9700000000E-07,+2.877083E+00
-5.9600000000E-07,+2.871875E+00
-5.9500000000E-07,+2.861458E+00
-5.9400000000E-07,+2.857292E+00
-5.9300000000E-07,+2.851042E+00
-5.9200000000E-07,+2.839583E+00
-5.9100000000E-07,+2.821875E+00
-5.9000000000E-07,+2.811458E+00
-5.8900000000E-07,+2.796875E+00
-5.8800000000E-07,+2.786458E+00
-5.8700000000E-07,+2.803125E+00
-5.8600000000E-07,+2.810417E+00
-5.8500000000E-07,+2.801042E+00
-5.8400000000E-07,+2.760417E+00
-5.8300000000E-07,+2.651042E+00
-5.8200000000E-07,+2.665625E+00
-5.8100000000E-07,+2.817708E+00
-5.8000000000E-07,+2.780208E+00
-5.7900000000E-07,+2.568750E+00
-5.7800000000E-07,+2.601042E+00
-5.7700000000E-07,+2.788542E+00
-5.7600000000E-07,+2.727083E+00
-5.7500000000E-07,+2.527083E+00
-5.7400000000E-07,+2.576042E+00
-5.7300000000E-07,+2.703125E+00
-5.7200000000E-07,+2.605208E+00
-5.7100000000E-07,+2.493750E+00
-5.7000000000E-07,+2.589583E+00
-5.6900000000E-07,+2.615625E+00
-5.6800000000E-07,+2.497917E+00
-5.6700000000E-07,+2.479167E+00
-5.6600000000E-07,+2.561458E+00
-5.6500000000E-07,+2.514584E+00
-5.6400000000E-07,+2.414583E+00
-5.6300000000E-07,+2.455208E+00
-5.6200000000E-07,+2.507292E+00
-5.6100000000E-07,+2.408333E+00
-5.6000000000E-07,+2.360417E+00
-5.5900000000E-07,+2.432292E+00
-5.5800000000E-07,+2.422917E+00
-5.5700000000E-07,+2.332292E+00
-5.5600000000E-07,+2.328125E+00
-5.5500000000E-07,+2.378125E+00
-5.5400000000E-07,+2.340625E+00
-5.5300000000E-07,+2.273958E+00
-5.5200000000E-07,+2.296875E+00
-5.5100000000E-07,+2.316667E+00
-5.5000000000E-07,+2.257292E+00
-5.4900000000E-07,+2.219792E+00
-5.4800000000E-07,+2.252083E+00
-5.4700000000E-07,+2.240625E+00
-5.4600000000E-07,+2.193750E+00
-5.4500000000E-07,+2.183333E+00
-5.4400000000E-07,+2.198958E+00
-5.4300000000E-07,+2.175000E+00
-5.4200000000E-07,+2.139583E+00
-5.4100000000E-07,+2.145833E+00
-5.4000000000E-07,+2.141667E+00
-5.3900000000E-07,+2.108333E+00
-5.3800000000E-07,+2.089583E+00
-5.3700000000E-07,+2.096875E+00
-5.3600000000E-07,+2.082292E+00
-5.3500000000E-07,+2.050000E+00
-5.3400000000E-07,+2.044792E+00
-5.3300000000E-07,+2.050000E+00
-5.3200000000E-07,+2.022917E+00
-5.3100000000E-07,+2.004167E+00
-5.3000000000E-07,+2.001042E+00
-5.2900000000E-07,+1.994792E+00
-5.2800000000E-07,+1.970833E+00
-5.2700000000E-07,+1.960417E+00
-5.2600000000E-07,+1.957292E+00
-5.2500000000E-07,+1.938542E+00
-5.2400000000E-07,+1.922917E+00
-5.2300000000E-07,+1.916667E+00
-5.2200000000E-07,+1.912500E+00
-5.2100000000E-07,+1.890625E+00
-5.2000000000E-07,+1.879167E+00
-5.1900000000E-07,+1.876042E+00
-5.1800000000E-07,+1.867708E+00
-5.1700000000E-07,+1.851042E+00
-5.1600000000E-07,+1.843750E+00
-5.1500000000E-07,+1.836458E+00
-5.1400000000E-07,+1.826042E+00
-5.1300000000E-07,+1.810417E+00
-5.1200000000E-07,+1.800000E+00
-5.1100000000E-07,+1.797917E+00
-5.1000000000E-07,+1.781250E+00
-5.0900000000E-07,+1.775000E+00
-5.0800000000E-07,+1.766667E+00
-5.0700000000E-07,+1.758333E+00
-5.0600000000E-07,+1.744792E+00
-5.0500000000E-07,+1.738542E+00
-5.0400000000E-07,+1.732292E+00
-5.0300000000E-07,+1.720833E+00
-5.0200000000E-07,+1.711458E+00
-5.0100000000E-07,+1.707292E+00
-5.0000000000E-07,+1.701042E+00
-4.9900000000E-07,+1.688542E+00
-4.9800000000E-07,+1.686458E+00
-4.9700000000E-07,+1.675000E+00
-4.9600000000E-07,+1.671875E+00
-4.9500000000E-07,+1.661458E+00
-4.9400000000E-07,+1.656250E+00
-4.9300000000E-07,+1.653125E+00
-4.9200000000E-07,+1.643750E+00
-4.9100000000E-07,+1.633333E+00
-4.9000000000E-07,+1.631250E+00
-4.8900000000E-07,+1.627083E+00
-4.8800000000E-07,+1.623958E+00
-4.8700000000E-07,+1.617708E+00
-4.8600000000E-07,+1.614583E+00
-4.8500000000E-07,+1.608333E+00
-4.8400000000E-07,+1.601042E+00
-4.8300000000E-07,+1.597917E+00
-4.8200000000E-07,+1.593750E+00
-4.8100000000E-07,+1.591667E+00
